CountryCode,RegionName,RegionCode,Date,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
CHN,Anhui,CHN_AH,20200101,0,0,0,0
CHN,Anhui,CHN_AH,20200102,0,0,0,0
CHN,Anhui,CHN_AH,20200103,0,0,0,0
CHN,Anhui,CHN_AH,20200104,0,0,0,0
CHN,Anhui,CHN_AH,20200105,0,0,0,0
CHN,Anhui,CHN_AH,20200106,0,0,0,0
CHN,Anhui,CHN_AH,20200107,0,0,0,0
CHN,Anhui,CHN_AH,20200108,0,0,0,0
CHN,Anhui,CHN_AH,20200109,0,0,0,0
CHN,Anhui,CHN_AH,20200110,0,0,0,0
CHN,Anhui,CHN_AH,20200111,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200112,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200113,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200114,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200115,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200116,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200117,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200118,5.56,3.12,3.57,0
CHN,Anhui,CHN_AH,20200119,5.56,5.21,5.95,0
CHN,Anhui,CHN_AH,20200120,11.11,8.33,9.52,0
CHN,Anhui,CHN_AH,20200121,11.11,16.67,19.05,0
CHN,Anhui,CHN_AH,20200122,28.7,28.12,32.14,0
CHN,Anhui,CHN_AH,20200123,28.7,28.12,32.14,0
CHN,Anhui,CHN_AH,20200124,39.81,39.06,44.64,0
CHN,Anhui,CHN_AH,20200125,42.59,40.62,46.43,0
CHN,Anhui,CHN_AH,20200126,50,56.25,57.14,50
CHN,Anhui,CHN_AH,20200127,50,56.25,57.14,50
CHN,Anhui,CHN_AH,20200128,50,56.25,57.14,50
CHN,Anhui,CHN_AH,20200129,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200130,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200131,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200201,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200202,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200203,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200204,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200205,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200206,70.37,68.75,71.43,50
CHN,Anhui,CHN_AH,20200207,80.56,74.48,77.98,50
CHN,Anhui,CHN_AH,20200208,80.56,74.48,77.98,50
CHN,Anhui,CHN_AH,20200209,80.56,74.48,77.98,50
CHN,Anhui,CHN_AH,20200210,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200211,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200212,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200213,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200214,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200215,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200216,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200217,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200218,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200219,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200220,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200221,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200222,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200223,76.85,72.4,75.6,50
CHN,Anhui,CHN_AH,20200224,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200225,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200226,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200227,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200228,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200229,71.3,69.27,72.02,50
CHN,Anhui,CHN_AH,20200301,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200302,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200303,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200304,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200305,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200306,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200307,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200308,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200309,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200310,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200311,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200312,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200313,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200314,71.3,70.83,72.02,62.5
CHN,Anhui,CHN_AH,20200315,74.07,72.4,73.81,62.5
CHN,Anhui,CHN_AH,20200316,74.07,72.4,73.81,62.5
CHN,Anhui,CHN_AH,20200317,74.07,72.4,73.81,62.5
CHN,Anhui,CHN_AH,20200318,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200319,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200320,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200321,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200322,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200323,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200324,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200325,54.63,58.33,57.74,62.5
CHN,Anhui,CHN_AH,20200326,54.63,58.33,57.74,62.5
CHN,Anhui,CHN_AH,20200327,54.63,58.33,57.74,62.5
CHN,Anhui,CHN_AH,20200328,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200329,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200330,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200331,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200401,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200402,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200403,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200404,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200405,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200406,60.19,61.46,61.31,62.5
CHN,Anhui,CHN_AH,20200407,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200408,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200409,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200410,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200411,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200412,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200413,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200414,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200415,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200416,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200417,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200418,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200419,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200420,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200421,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200422,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200423,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200424,56.48,59.38,58.93,62.5
CHN,Anhui,CHN_AH,20200425,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200426,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200427,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200428,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200429,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200430,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200501,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200502,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200503,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200504,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200505,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200506,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200507,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200508,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200509,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200510,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200511,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200512,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200513,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200514,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200515,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200516,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200517,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200518,52.78,57.29,56.55,62.5
CHN,Anhui,CHN_AH,20200519,50,55.73,54.76,62.5
CHN,Anhui,CHN_AH,20200520,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200521,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200522,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200523,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200524,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200525,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200526,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200527,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200528,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200529,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200530,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200531,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200601,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200602,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200603,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200604,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200605,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200606,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200607,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200608,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200609,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200610,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200611,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200612,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200613,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200614,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200615,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200616,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200617,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200618,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200619,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200620,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200621,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200622,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200623,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200624,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200625,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200626,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200627,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200628,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200629,46.3,53.65,52.38,62.5
CHN,Anhui,CHN_AH,20200630,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200701,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200702,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200703,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200704,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200705,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200706,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200707,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200708,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200709,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200710,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200711,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200712,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200713,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200714,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200715,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200716,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200717,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200718,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200719,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200720,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200721,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200722,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200723,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200724,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200725,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200726,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200727,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200728,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200729,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200730,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200731,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200801,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200802,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200803,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200804,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200805,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200806,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200807,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200808,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200809,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200810,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200811,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200812,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200813,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200814,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200815,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200816,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200817,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200818,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200819,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200820,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200821,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200822,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200823,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200824,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200825,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200826,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200827,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200828,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200829,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200830,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200831,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200901,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200902,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200903,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200904,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200905,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200906,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200907,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200908,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200909,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200910,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200911,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200912,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200913,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200914,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200915,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200916,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200917,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200918,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200919,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200920,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200921,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200922,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200923,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200924,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200925,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200926,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200927,46.3,50.52,52.38,37.5
CHN,Anhui,CHN_AH,20200928,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20200929,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20200930,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201001,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201002,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201003,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201004,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201005,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201006,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201007,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201008,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201009,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201010,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201011,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201012,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201013,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201014,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201015,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201016,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201017,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201018,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201019,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201020,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201021,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201022,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201023,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201024,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201025,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201026,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201027,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201028,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201029,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201030,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201031,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201101,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201102,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201103,40.74,47.4,48.81,37.5
CHN,Anhui,CHN_AH,20201104,43.52,48.96,50.6,37.5
CHN,Anhui,CHN_AH,20201105,43.52,48.96,50.6,37.5
CHN,Anhui,CHN_AH,20201106,43.52,48.96,50.6,37.5
CHN,Anhui,CHN_AH,20201107,43.52,48.96,50.6,37.5
CHN,Anhui,CHN_AH,20201108,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201109,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201110,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201111,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201112,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201113,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201114,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201115,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201116,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201117,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201118,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201119,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201120,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201121,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201122,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201123,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201124,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201125,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201126,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201127,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201128,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201129,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201130,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201201,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201202,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201203,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201204,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201205,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201206,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201207,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201208,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201209,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201210,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201211,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201212,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201213,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201214,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201215,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201216,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201217,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201218,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201219,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201220,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201221,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201222,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201223,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201224,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201225,43.52,46.88,48.21,37.5
CHN,Anhui,CHN_AH,20201226,49.07,53.12,55.36,37.5
CHN,Anhui,CHN_AH,20201227,49.07,53.12,55.36,37.5
CHN,Anhui,CHN_AH,20201228,49.07,53.12,55.36,37.5
CHN,Anhui,CHN_AH,20201229,49.07,55.62,58.21,37.5
CHN,Anhui,CHN_AH,20201230,49.07,55.62,58.21,37.5
CHN,Anhui,CHN_AH,20201231,49.07,55.62,58.21,37.5
CHN,Anhui,CHN_AH,20210101,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210102,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210103,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210104,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210105,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210106,49.07,52.81,56.79,25
CHN,Anhui,CHN_AH,20210107,51.85,54.38,58.57,25
CHN,Anhui,CHN_AH,20210108,51.85,54.38,58.57,25
CHN,Anhui,CHN_AH,20210109,51.85,54.38,58.57,25
CHN,Anhui,CHN_AH,20210110,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210111,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210112,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210113,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210114,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210115,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210116,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210117,54.63,55.94,60.36,25
CHN,Anhui,CHN_AH,20210118,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210119,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210120,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210121,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210122,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210123,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210124,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210125,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210126,54.63,58.02,62.74,25
CHN,Anhui,CHN_AH,20210127,54.63,58.02,62.74,25
